FrameNo, Timestamp, Rigid_x, Rigid_y, Rigid_z, Rigid_yaw, Rigid_pitch, Rigid_roll,	Point0_x, Point0_y, Point0_z,	Point1_x, Point1_y, Point1_z,	Point2_x, Point2_y, Point2_z,	Point3_x, Point3_y, Point3_z,	Point4_x, Point4_y, Point4_z,	Point5_x, Point5_y, Point5_z
11,191.846029605,0.6138516664505005, 0.08779597282409668, 0.6513721942901611,2.401653289794922, 1.3021918535232544, -1.744816780090332,0.6071680188179016, 0.1748833805322647, -0.650217592716217,0.6767238974571228, 0.06770911812782288, -0.5188279151916504,0.70830237865448, 0.05259083956480026, -0.7528022527694702,0.5490071177482605, 0.06739237159490585, -0.7711426615715027,0.5200360417366028, 0.07308728247880936, -0.5400471687316895,0.6159971356391907, 0.167280375957489, -0.6955788731575012
12,191.862697284,0.613880455493927, 0.08782792091369629, 0.6511480808258057,2.4258105754852295, 1.377170443534851, -1.769871473312378,0.6071680188179016, 0.1748833805322647, -0.650217592716217,0.6766758561134338, 0.06778230518102646, -0.5186759233474731,0.7082316279411316, 0.052407942712306976, -0.752943217754364,0.5478757619857788, 0.06605082750320435, -0.7717621922492981,0.5200191736221313, 0.07310747355222702, -0.539808452129364,0.6159971356391907, 0.167280375957489, -0.6955788731575012
13,191.879379037,0.613694429397583, 0.08795547485351562, 0.6511104106903076,2.3451755046844482, 1.3276866674423218, -1.8721388578414917,0.6071680188179016, 0.1748833805322647, -0.650217592716217,0.6766418814659119, 0.06781825423240662, -0.5185900330543518,0.7082235217094421, 0.05241415649652481, -0.7529426217079163,0.5478585362434387, 0.06607614457607269, -0.7716963291168213,0.5200117230415344, 0.07295610755681992, -0.5400867462158203,0.6159971356391907, 0.167280375957489, -0.6955788731575012
14,191.896038212,0.6139455437660217, 0.08797168731689453, 0.6510062217712402,2.4823315143585205, 1.3478716611862183, -1.5595030784606934,0.6071680188179016, 0.1748833805322647, -0.650217592716217,0.6766707897186279, 0.06786162406206131, -0.5186169743537903,0.7081786394119263, 0.052294228225946426, -0.7531080842018127,0.5478680729866028, 0.06613218784332275, -0.7716702818870544,0.5200133323669434, 0.07305558770895004, -0.5399437546730042,0.6159971356391907, 0.167280375957489, -0.6955788731575012
15,191.912683604,0.6141231060028076, 0.08841252326965332, 0.6507761478424072,2.5643556118011475, 1.27278470993042, -1.5558412075042725,0.6071680188179016, 0.1748833805322647, -0.650217592716217,0.6766770482063293, 0.06787606328725815, -0.5186097025871277,0.7082345485687256, 0.052493616938591, -0.752888560295105,0.5478990077972412, 0.06612811982631683, -0.7717092037200928,0.5200605988502502, 0.07294679433107376, -0.5402151942253113,0.6159971356391907, 0.167280375957489, -0.6955788731575012
16,191.929439253,0.6141112446784973, 0.08828234672546387, 0.6505937576293945,2.5074522495269775, 1.203016996383667, -1.4948471784591675,0.6071680188179016, 0.1748833805322647, -0.650217592716217,0.6767041087150574, 0.06781185418367386, -0.5187022686004639,0.7082006931304932, 0.05237571522593498, -0.7529837489128113,0.5478844046592712, 0.06610901653766632, -0.7717365026473999,0.5188972353935242, 0.07580918818712234, -0.5368392467498779,0.6159971356391907, 0.167280375957489, -0.6955788731575012
17,191.946003126,0.6142594218254089, 0.0886392593383789, 0.6505625247955322,2.574850082397461, 1.2425684928894043, -1.6494704484939575,0.6071680188179016, 0.1748833805322647, -0.650217592716217,0.6766934990882874, 0.06771548092365265, -0.5187811851501465,0.7082532644271851, 0.052789006382226944, -0.752495288848877,0.5477965474128723, 0.06624609231948853, -0.7714834809303284,0.520042896270752, 0.0729435458779335, -0.5401464104652405,0.6159971356391907, 0.167280375957489, -0.6955788731575012
18,191.962691038,0.6139622926712036, 0.08834290504455566, 0.6505353450775146,2.500847578048706, 1.2385329008102417, -1.6220626831054688,0.6071680188179016, 0.1748833805322647, -0.650217592716217,0.676704466342926, 0.06769321858882904, -0.5187727808952332,0.708238959312439, 0.0524042509496212, -0.7529492974281311,0.5478277206420898, 0.06613771617412567, -0.7716174125671387,0.5200215578079224, 0.07301729917526245, -0.5399511456489563,0.6159971356391907, 0.167280375957489, -0.6955788731575012
19,191.979332912,0.6141105890274048, 0.08836150169372559, 0.6505875587463379,2.541438579559326, 1.2828114032745361, -1.635929822921753,0.6071680188179016, 0.1748833805322647, -0.650217592716217,0.6767318844795227, 0.06769976764917374, -0.5188434720039368,0.7082778215408325, 0.05247839540243149, -0.7528988122940063,0.5477972030639648, 0.06626449525356293, -0.7714686393737793,0.5200221538543701, 0.0730861946940422, -0.5398496389389038,0.6159971356391907, 0.167280375957489, -0.6955788731575012
20,191.996013199,0.6140768527984619, 0.08794832229614258, 0.6515088081359863,2.49654483795166, 1.3389861583709717, -1.4417392015457153,0.608042299747467, 0.17548330128192902, -0.647260308265686,0.6764893531799316, 0.0683288499712944, -0.5171304941177368,0.708250880241394, 0.052439745515584946, -0.7529512047767639,0.5478553771972656, 0.06619110703468323, -0.7716184258460999,0.5200455784797668, 0.07306032627820969, -0.539970874786377,0.6159971356391907, 0.167280375957489, -0.6955788731575012
21,192.012707855,0.6140881776809692, 0.08799600601196289, 0.6513004302978516,2.542083740234375, 1.28117835521698, -1.483093500137329,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.6767207384109497, 0.0676967054605484, -0.5189180374145508,0.7082642912864685, 0.05248233675956726, -0.7529177069664001,0.5478296279907227, 0.06625980138778687, -0.7715024948120117,0.5200237035751343, 0.07316423952579498, -0.5397565364837646,0.6159971356391907, 0.167280375957489, -0.6955788731575012
22,192.029408082,0.613929271697998, 0.08786988258361816, 0.6510393619537354,2.442556858062744, 1.3653711080551147, -1.545670509338379,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.6767522692680359, 0.06760181486606598, -0.5190065503120422,0.7082757949829102, 0.05250702053308487, -0.7528599500656128,0.547882080078125, 0.0660996288061142, -0.7717668414115906,0.5200287103652954, 0.07301300019025803, -0.5401301980018616,0.6158145666122437, 0.1680765450000763, -0.6944577097892761
23,192.046021512,0.6140721440315247, 0.08803486824035645, 0.6509950160980225,2.528229236602783, 1.285539984703064, -1.5841951370239258,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.6767240762710571, 0.06765898317098618, -0.5188822150230408,0.7082950472831726, 0.052579522132873535, -0.7527570724487305,0.5478219985961914, 0.06616780906915665, -0.7715892791748047,0.520044207572937, 0.07295119017362595, -0.5401711463928223,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
24,192.062658108,0.6140374541282654, 0.08808064460754395, 0.6509313583374023,2.5127480030059814, 1.2515050172805786, -1.5775933265686035,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.6767212748527527, 0.06765130907297134, -0.5189229846000671,0.708286464214325, 0.05247817933559418, -0.7528465390205383,0.547825038433075, 0.06622043997049332, -0.7715290188789368,0.5200977325439453, 0.07280837744474411, -0.5404379963874817,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
25,192.07928356,0.6139492988586426, 0.08794808387756348, 0.6510634422302246,2.4502944946289062, 1.3433881998062134, -1.7159576416015625,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.6767292022705078, 0.06771907210350037, -0.518856942653656,0.7082881927490234, 0.052511442452669144, -0.7528400421142578,0.547839879989624, 0.06617873162031174, -0.7716171145439148,0.5200636386871338, 0.0730227380990982, -0.5400557518005371,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
26,192.095971765,0.6137340068817139, 0.08761215209960938, 0.6513688564300537,2.3076372146606445, 1.4049158096313477, -1.9189273118972778,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.6767178177833557, 0.06776993721723557, -0.5187379121780396,0.7082836627960205, 0.05254955217242241, -0.7527914047241211,0.5478565692901611, 0.0662711039185524, -0.771484375,0.5200552940368652, 0.07302556186914444, -0.5400193929672241,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
27,192.112629767,0.6137786507606506, 0.08751416206359863, 0.6515295505523682,2.3088197708129883, 1.4291467666625977, -1.9665409326553345,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.676722526550293, 0.0676627829670906, -0.5188832879066467,0.7082464098930359, 0.05245343595743179, -0.7529203295707703,0.5478323101997375, 0.0662342831492424, -0.7715412378311157,0.5200902223587036, 0.072847880423069, -0.5404040813446045,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
28,192.129285129,0.6137006282806396, 0.08748507499694824, 0.6516082286834717,2.2987494468688965, 1.3787541389465332, -1.9395595788955688,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.6767417192459106, 0.06768635660409927, -0.518833577632904,0.7082797884941101, 0.05256420373916626, -0.7527346611022949,0.5489144921302795, 0.06751471012830734, -0.7709252238273621,0.5200056433677673, 0.07308723777532578, -0.5398709177970886,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
29,192.146020838,0.6139134764671326, 0.08762979507446289, 0.6514806747436523,2.398388624191284, 1.3788470029830933, -1.8265712261199951,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.6767319440841675, 0.06764954328536987, -0.5188640356063843,0.7082227468490601, 0.052320823073387146, -0.7530372142791748,0.5478383302688599, 0.06615234166383743, -0.7715873122215271,0.5200588703155518, 0.07285910844802856, -0.5403138995170593,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
30,192.162645997,0.6137205362319946, 0.08782649040222168, 0.6513652801513672,2.321281909942627, 1.3489761352539062, -1.924417495727539,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.6767050623893738, 0.06767118722200394, -0.5188802480697632,0.7081854939460754, 0.052303578704595566, -0.7531053423881531,0.5478715896606445, 0.06613928079605103, -0.7716610431671143,0.5200620293617249, 0.07287725061178207, -0.5403895974159241,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
31,192.17929139,0.6137910485267639, 0.08786630630493164, 0.6514589786529541,2.3155362606048584, 1.4410719871520996, -1.5898865461349487,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.6767342686653137, 0.06783696264028549, -0.5185960531234741,0.7081294655799866, 0.05237680301070213, -0.753015398979187,0.5478217601776123, 0.06630183756351471, -0.771460771560669,0.5200900435447693, 0.0728650614619255, -0.5403396487236023,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
32,192.195952324,0.6138843297958374, 0.08822417259216309, 0.6512565612792969,2.383575201034546, 1.3778363466262817, -1.623995304107666,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.6767480969429016, 0.06774017959833145, -0.5189011096954346,0.7060674428939819, 0.05075666680932045, -0.7536967396736145,0.5478692650794983, 0.06614313274621964, -0.7716588973999023,0.5200793743133545, 0.07286395132541656, -0.5403222441673279,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
33,192.212650498,0.6134856939315796, 0.08821725845336914, 0.6513805389404297,2.28420090675354, 1.3482036590576172, -1.3789035081863403,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.6767488121986389, 0.06768029183149338, -0.5189030170440674,0.7082986235618591, 0.052586160600185394, -0.7527207732200623,0.5460720658302307, 0.06029529869556427, -0.7799605131149292,0.5201287865638733, 0.07270146906375885, -0.540595531463623,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
34,192.229234898,0.6142066121101379, 0.08794355392456055, 0.6515958309173584,2.509927988052368, 1.363479733467102, -1.528836727142334,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.676730215549469, 0.06766190379858017, -0.5189303755760193,0.7082388997077942, 0.05262603983283043, -0.752679705619812,0.5478294491767883, 0.06612905859947205, -0.7716339826583862,0.520058274269104, 0.07285623252391815, -0.5402632355690002,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
35,192.24600081,0.614203155040741, 0.08768510818481445, 0.6518452167510986,2.5067434310913086, 1.3378655910491943, -1.4926440715789795,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.6767626404762268, 0.06759202480316162, -0.5191094279289246,0.7082529664039612, 0.052467066794633865, -0.7529054880142212,0.5478413105010986, 0.06615801900625229, -0.7716152667999268,0.520014226436615, 0.07304339110851288, -0.5399970412254333,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
36,192.262602217,0.6142406463623047, 0.08794999122619629, 0.6515872478485107,2.505760431289673, 1.33389413356781, -1.5674796104431152,0.6081563234329224, 0.17491590976715088, -0.6482358574867249,0.6765753626823425, 0.06800519675016403, -0.5178495049476624,0.7082202434539795, 0.0524253249168396, -0.7529701590538025,0.5479512214660645, 0.06600911915302277, -0.7719908952713013,0.5199550986289978, 0.07323995977640152, -0.5396478772163391,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
37,192.279244091,0.614108145236969, 0.0877847671508789, 0.6517267227172852,2.4721426963806152, 1.3330726623535156, -1.464165210723877,0.6070783138275146, 0.17522725462913513, -0.6497185826301575,0.6767347455024719, 0.06774458289146423, -0.5188441872596741,0.7082422375679016, 0.05239524692296982, -0.7530101537704468,0.5478042364120483, 0.06629479676485062, -0.7714546918869019,0.5200592279434204, 0.07295376807451248, -0.5401737093925476,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
38,192.295876875,0.6141473650932312, 0.0877840518951416, 0.6517319679260254,2.497753858566284, 1.3437491655349731, -1.4555306434631348,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.67673659324646, 0.06766700744628906, -0.5189249515533447,0.708256185054779, 0.052574269473552704, -0.7527448534965515,0.5478302836418152, 0.06614435464143753, -0.7716447710990906,0.5200480818748474, 0.07292221486568451, -0.5402289628982544,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
39,192.312559508,0.613908052444458, 0.0877690315246582, 0.6513369083404541,2.414036273956299, 1.3970590829849243, -1.4511607885360718,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.676785945892334, 0.06750017404556274, -0.5193930864334106,0.708305299282074, 0.05250818654894829, -0.7528355717658997,0.5477929711341858, 0.06625508517026901, -0.7714487910270691,0.5199482440948486, 0.07324206084012985, -0.5395225286483765,0.6158765554428101, 0.16769182682037354, -0.6948577165603638
40,192.329252111,0.6141985654830933, 0.08782267570495605, 0.6512446403503418,2.49800968170166, 1.2248201370239258, -1.4770692586898804,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.6768085360527039, 0.06755060702562332, -0.5192714929580688,0.7082826495170593, 0.05248472839593887, -0.7528405785560608,0.54786616563797, 0.06612976640462875, -0.7716851234436035,0.5198139548301697, 0.07365474849939346, -0.5390041470527649,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
41,192.345857917,0.6140815019607544, 0.08803248405456543, 0.6510684490203857,2.5126535892486572, 1.245367169380188, -1.5351029634475708,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.676809549331665, 0.067573182284832, -0.5192627906799316,0.7082697749137878, 0.05244626849889755, -0.7529720664024353,0.5478588938713074, 0.06612443923950195, -0.7717151641845703,0.5200459957122803, 0.07299965620040894, -0.5400914549827576,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
42,192.362579257,0.6138741970062256, 0.08775949478149414, 0.6513309478759766,2.377784252166748, 1.3941843509674072, -1.8480169773101807,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.6768061518669128, 0.06752537935972214, -0.5192304849624634,0.7082650065422058, 0.052380289882421494, -0.7530449032783508,0.5478312969207764, 0.06624960154294968, -0.7715122699737549,0.520102858543396, 0.07283831387758255, -0.5404311418533325,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
43,192.379185943,0.6137319803237915, 0.08756780624389648, 0.6514501571655273,2.290045976638794, 1.397693157196045, -1.9213340282440186,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.6767799258232117, 0.06760118156671524, -0.5190785527229309,0.7082226276397705, 0.05249955505132675, -0.752838671207428,0.5477926135063171, 0.0662757083773613, -0.7714555263519287,0.5200983285903931, 0.07289442420005798, -0.5402995347976685,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
44,192.395909043,0.6138171553611755, 0.0875091552734375, 0.6515569686889648,2.3306870460510254, 1.4120128154754639, -1.8991034030914307,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.6767616868019104, 0.0675746276974678, -0.5190961360931396,0.7082619071006775, 0.05235888808965683, -0.7530417442321777,0.5477801561355591, 0.06628625839948654, -0.7714141607284546,0.5200897455215454, 0.07283390313386917, -0.5403861999511719,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
45,192.412495202,0.6137114763259888, 0.08755087852478027, 0.6515412330627441,2.314751386642456, 1.3785052299499512, -1.903725028038025,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.676747739315033, 0.06766843050718307, -0.5189379453659058,0.7083710432052612, 0.05263446271419525, -0.752687394618988,0.5489234328269958, 0.06750554591417313, -0.7709689736366272,0.5200780630111694, 0.0728590190410614, -0.5403441190719604,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
46,192.429139422,0.6139273643493652, 0.08768653869628906, 0.6514139175415039,2.40582013130188, 1.3789706230163574, -1.8086740970611572,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.6767709255218506, 0.0676155611872673, -0.5190236568450928,0.7083761692047119, 0.05266087129712105, -0.7527035474777222,0.5478299260139465, 0.06615357846021652, -0.7715978026390076,0.5200636386871338, 0.07291226089000702, -0.5402894020080566,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
47,192.44589595,0.6136330962181091, 0.08806490898132324, 0.6511905193328857,2.2876434326171875, 1.3152992725372314, -1.8939614295959473,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.6767480969429016, 0.06766856461763382, -0.5189438462257385,0.7082877159118652, 0.05250255763530731, -0.7529329061508179,0.5478043556213379, 0.0662919357419014, -0.7714676260948181,0.5200385451316833, 0.0729827955365181, -0.5401515364646912,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
48,192.462504102,0.6138350963592529, 0.0881490707397461, 0.6506235599517822,2.4127652645111084, 1.3703314065933228, -1.6829288005828857,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.6767358183860779, 0.06771547347307205, -0.518858015537262,0.7082024812698364, 0.05230886489152908, -0.753077507019043,0.5477871894836426, 0.0663304403424263, -0.7713592052459717,0.5200425982475281, 0.07301988452672958, -0.5400425791740417,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
49,192.479183802,0.6141107678413391, 0.0883493423461914, 0.6507618427276611,2.5423758029937744, 1.292826533317566, -1.629603385925293,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.6767261624336243, 0.0677197054028511, -0.5188101530075073,0.7082911729812622, 0.052562594413757324, -0.7527697682380676,0.5478445291519165, 0.066156305372715, -0.7716304659843445,0.520074188709259, 0.0728226825594902, -0.540412962436676,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
50,192.495856173,0.6136279702186584, 0.08824563026428223, 0.650824785232544,2.3053786754608154, 1.257611632347107, -1.7422881126403809,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.6767240166664124, 0.06769338995218277, -0.5188145637512207,0.7082399725914001, 0.0523090623319149, -0.753092348575592,0.5477989912033081, 0.06631065905094147, -0.7714098691940308,0.5201005339622498, 0.07274925708770752, -0.5405520796775818,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
51,192.512413595,0.6140227913856506, 0.08845710754394531, 0.6505534648895264,2.507718801498413, 1.2793116569519043, -1.6699706315994263,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.6767011880874634, 0.06779465824365616, -0.5186911225318909,0.7082273960113525, 0.052597880363464355, -0.7527321577072144,0.5478498339653015, 0.0661814883351326, -0.7715969681739807,0.520089864730835, 0.07280796021223068, -0.540460467338562,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
52,192.529128777,0.614068329334259, 0.08817672729492188, 0.6509335041046143,2.546567440032959, 1.2751909494400024, -1.4992252588272095,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.6767361164093018, 0.06771893054246902, -0.5188645124435425,0.7082411646842957, 0.052300211042165756, -0.7531321048736572,0.5478492379188538, 0.06618894636631012, -0.7716190814971924,0.5200784206390381, 0.07294004410505295, -0.5402573943138123,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
53,192.545800561,0.6142491698265076, 0.0880584716796875, 0.651463508605957,2.5146799087524414, 1.3512905836105347, -1.5359584093093872,0.6071946024894714, 0.17481087148189545, -0.6503328680992126,0.676628053188324, 0.06790623813867569, -0.5182707905769348,0.7082300186157227, 0.05245226249098778, -0.7529322504997253,0.5478861927986145, 0.0661199763417244, -0.7717499136924744,0.5199974775314331, 0.07309590280056, -0.5399560332298279,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
54,192.562472051,0.6141376495361328, 0.08772110939025879, 0.6518192291259766,2.4885711669921875, 1.3414463996887207, -1.4664616584777832,0.6070407629013062, 0.17534005641937256, -0.6495516896247864,0.676742672920227, 0.06770294904708862, -0.5188518762588501,0.7082887887954712, 0.052566856145858765, -0.7527713775634766,0.547849714756012, 0.066166453063488, -0.7716362476348877,0.5200411677360535, 0.07298585027456284, -0.540115475654602,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
55,192.579184301,0.6141427159309387, 0.08775138854980469, 0.6516494750976562,2.5158472061157227, 1.3095437288284302, -1.508177638053894,0.6071658134460449, 0.1748693436384201, -0.6502540707588196,0.6765010952949524, 0.06826373189687729, -0.5171060562133789,0.7082911729812622, 0.05254778638482094, -0.7527965307235718,0.5478432774543762, 0.06612870842218399, -0.7717038989067078,0.5200850963592529, 0.07277382165193558, -0.5404881238937378,0.6159095168113708, 0.1672382652759552, -0.6955358386039734
56,192.595827934,0.613936722278595, 0.08783841133117676, 0.6510453224182129,2.430396556854248, 1.3602434396743774, -1.5808337926864624,0.6071658134460449, 0.1748693436384201, -0.6502540707588196,0.6767833828926086, 0.06757880002260208, -0.5190898180007935,0.7082926034927368, 0.052545882761478424, -0.7527962923049927,0.547849178314209, 0.06620483845472336, -0.7716366648674011,0.5201461911201477, 0.07268774509429932, -0.5406790375709534,0.615894615650177, 0.16820837557315826, -0.6942027807235718
57,192.612504409,0.6140418648719788, 0.08818554878234863, 0.6508822441101074,2.5219714641571045, 1.2812700271606445, -1.5604569911956787,0.6071658134460449, 0.1748693436384201, -0.6502540707588196,0.6767814755439758, 0.06757247447967529, -0.5190965533256531,0.7082446217536926, 0.0524289533495903, -0.7529544830322266,0.5478197932243347, 0.06630318611860275, -0.7714651823043823,0.5201029181480408, 0.07285672426223755, -0.5404540300369263,0.6158936023712158, 0.16749460995197296, -0.6951395869255066
